Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
13-08-2022,Jordan Nelson,Benjamin Christian,Honda,Corolla,2017,36711,0.088956459,3265.68
29-12-2022,Andrew Wagner,Diane Williams,Toyota,Corolla,2020,10267,0.137205177,1408.69
09-11-2022,Shelly Robertson DVM,Rodney Wiggins,Ford,F-150,2013,39055,0.128945116,5035.95
02-12-2022,Jamie Clark,Fred Blevins MD,Chevrolet,F-150,2012,23308,0.059010261,1375.41
05-05-2022,Patrick Reed,Kimberly Lawrence,Nissan,Altima,2022,33401,0.100372788,3352.55
13-04-2023,Timothy Peterson,Carl Sutton,Honda,Civic,2011,27204,0.056384708,1533.89
16-01-2023,Robert Green,Megan Roberts,Honda,Corolla,2013,22947,0.131050715,3007.22
17-02-2023,Joshua Green,Denise Johnson,Nissan,Corolla,2021,23865,0.087417185,2086.21
12-02-2023,Ryan Hunt,Carol Dominguez,Ford,Altima,2021,14068,0.088390305,1243.47
04-09-2022,Shane White,Philip Spears,Honda,Civic,2015,11037,0.06595664,727.96
23-04-2023,Corey Compton,Edward Barnes,Honda,Altima,2017,35616,0.117966827,4201.51
24-03-2023,Allen Howell,Hannah Weaver,Honda,Altima,2019,43666,0.117295434,5121.82
05-07-2022,Stephen Hamilton,Regina Moody,Ford,Corolla,2022,11460,0.081997547,939.69
20-04-2023,Jasmine Jones,Caitlin Townsend,Ford,F-150,2014,23269,0.077326246,1799.3
07-01-2023,Annette Russo,Andrew Brown,Ford,Altima,2019,24131,0.071074169,1715.09
29-12-2022,Michelle Coleman,Brandon Sweeney,Ford,Civic,2022,13712,0.085053343,1166.25
09-03-2023,Lisa Clark,Christine Gross,Ford,Corolla,2012,44194,0.071895875,3177.37
15-02-2023,Patrick Green,Gina Hall,Nissan,Silverado,2022,12470,0.148258242,1848.78
18-04-2023,Brett Owens,Elaine Pearson,Toyota,Civic,2015,39834,0.053417021,2127.81
21-10-2022,Katelyn Velasquez,Brandon Mills,Honda,Altima,2013,22879,0.127532029,2917.81
02-07-2022,Bradley Shepherd,Kenneth Avery,Chevrolet,F-150,2012,22218,0.052180433,1159.34
11-09-2022,Melissa Baker,Roger Livingston,Toyota,Corolla,2013,22195,0.112361865,2493.87
07-06-2022,Victor Ochoa,Sarah Bullock,Nissan,F-150,2018,45845,0.135045514,6191.16
22-10-2022,Stephanie Griffith,Sharon Mccullough,Toyota,Corolla,2015,44845,0.069747525,3127.83
13-08-2022,Kristen White,Deborah Brock,Toyota,Silverado,2012,47068,0.125973042,5929.3
02-04-2023,Juan Keith,Ann Franco,Honda,Altima,2016,46116,0.068313452,3150.34
12-05-2022,Jared Bryan,Amanda Warren,Honda,Corolla,2022,28376,0.128243078,3639.03
09-04-2023,Peter Spencer,Daniel Atkins,Honda,F-150,2019,34314,0.123343081,4232.39
10-03-2023,Deborah Clayton,Anthony Vaughn,Ford,Corolla,2020,37145,0.098993783,3677.12
21-09-2022,Joshua Dean,Steve Jones,Nissan,Altima,2012,26261,0.136785418,3592.12
07-04-2023,William Brown,Crystal Mccarthy,Ford,Silverado,2012,33312,0.064301994,2142.03
20-02-2023,Phillip Bullock,Krista Estes,Ford,Altima,2018,18932,0.105056256,1988.93
04-12-2022,Jason Vang,Cameron Ortega,Chevrolet,F-150,2018,31743,0.07106009,2255.66
04-06-2022,Steven Bentley,Alice Mendoza,Chevrolet,Civic,2013,19869,0.057146952,1135.45
01-05-2023,Megan Estes,Jennifer Ramsey,Honda,Altima,2015,35703,0.08606601,3072.81
27-06-2022,Sandra Brown,Bradley Gardner,Chevrolet,F-150,2015,15027,0.134896494,2027.09
10-05-2022,Barry Gordon,Jamie Holland,Honda,F-150,2013,12557,0.078212886,982.12
02-07-2022,Brandon Valencia,Gregory Gutierrez,Ford,F-150,2021,34821,0.139330122,4851.61
22-12-2022,Joseph Ortiz,Trevor Luna,Chevrolet,Altima,2022,13802,0.139050044,1919.17
31-10-2022,Denise Dougherty,John Robinson,Nissan,Altima,2022,11061,0.078991679,873.73
07-08-2022,Richard Olsen,Donna Howe,Honda,Corolla,2015,19543,0.075213707,1469.9
07-09-2022,Kathryn Johnson,Daniel Bell,Ford,Altima,2021,16442,0.084761607,1393.65
07-10-2022,Megan Dixon,Brian Hall,Chevrolet,Civic,2022,33209,0.067175248,2230.82
30-06-2022,Patrick Green Jr.,Dr. Jennifer Carter,Honda,F-150,2010,23844,0.128046733,3053.15
23-07-2022,Lisa Larsen,Lance Saunders,Toyota,F-150,2012,39783,0.123316272,4905.89
07-02-2023,Michael Hansen,Scott Miller,Ford,Civic,2022,41253,0.138093093,5696.75
31-07-2022,Madison Hernandez,Dr. Roger Buchanan,Ford,Civic,2018,48897,0.116575624,5700.2
01-04-2023,James Allen,Heather Bryant,Chevrolet,F-150,2010,21917,0.059404094,1301.96
11-03-2023,Francisco Henry,Dennis Foster,Toyota,Silverado,2014,46032,0.052817331,2431.29
18-06-2022,Michelle Barnett,Mark Johnson,Toyota,Civic,2021,31604,0.095496098,3018.06
29-07-2022,Brian Waters,Stephanie Williams,Toyota,Altima,2016,35145,0.130215036,4576.41
14-07-2022,Charles Davis,Jo Smith,Ford,F-150,2021,46882,0.090422891,4239.21
13-10-2022,Danielle Ramsey,Omar Snyder,Chevrolet,Civic,2015,10186,0.091085232,927.79
02-05-2022,Tasha Jackson,Lori Baldwin,Nissan,Corolla,2014,46200,0.146504129,6768.49
15-03-2023,Jessica Hunt,Teresa Hamilton,Toyota,Altima,2018,48654,0.105972572,5155.99
29-10-2022,Charles Oliver,Joseph Holland DDS,Toyota,Silverado,2022,32215,0.141200453,4548.77
10-10-2022,Michael Peterson,Holly Howard,Chevrolet,Corolla,2011,11476,0.050311731,577.38
11-11-2022,Kyle Dean,Robert Perry,Ford,Altima,2016,43292,0.092266785,3994.41
16-12-2022,Robert Burton,Hannah Brown,Chevrolet,Civic,2016,30472,0.115036999,3505.41
12-12-2022,Nicole Collins,Eric Anderson,Toyota,Silverado,2021,39607,0.100422876,3977.45
26-11-2022,Julie Palmer,Julie Stanley,Chevrolet,Altima,2022,31407,0.128894781,4048.2
10-04-2023,Sheila Austin,Brendan Singleton MD,Chevrolet,F-150,2013,21033,0.099811476,2099.33
01-12-2022,Kelly Stout,Nathan Yang,Toyota,Civic,2015,38766,0.10444745,4049.01
16-12-2022,Victoria Jefferson,James Cox,Nissan,Silverado,2014,11047,0.108040883,1193.53
18-02-2023,Veronica Pratt,Julie Kelly,Toyota,F-150,2018,46250,0.100636667,4654.45
11-07-2022,Jeanne Cole,Zachary Mcdonald,Chevrolet,Civic,2020,35109,0.06212741,2181.23
12-09-2022,Alex Anderson,Brianna Knight,Chevrolet,F-150,2014,26385,0.1040901,2746.42
08-06-2022,Mrs. Michele Hill,Sonya Williams,Chevrolet,Civic,2017,48412,0.120838503,5850.03
31-07-2022,Lisa Rivera,Michael Shelton,Toyota,F-150,2017,31221,0.136595506,4264.65
01-12-2022,Crystal Lee,James Stone,Chevrolet,Altima,2011,49625,0.067785568,3363.86
24-02-2023,Jacqueline Murphy,Misty Wagner,Toyota,F-150,2017,10493,0.142631136,1496.63
30-09-2022,Amber Glenn,James Martinez,Toyota,Silverado,2021,44747,0.147829503,6614.93
24-12-2022,Jessica White,Sherry Stewart,Honda,Civic,2016,48488,0.058161615,2820.14
10-04-2023,Cynthia Anderson,George Burke,Honda,F-150,2019,14576,0.11684825,1703.18
05-01-2023,Linda Owens,Paul Walker,Toyota,Silverado,2022,31217,0.149164198,4656.46
26-04-2023,Hannah Reed,Dr. Dustin Lawrence,Ford,Silverado,2015,46348,0.13684441,6342.46
21-05-2022,Tom Gomez,James Fuentes PhD,Chevrolet,Silverado,2019,29996,0.096028007,2880.46
11-12-2022,Shane Brown,Jason Klein,Ford,Altima,2013,19841,0.050780986,1007.55
05-10-2022,Lauren Stephens,Kristine Davis,Nissan,Civic,2017,31808,0.081046637,2577.93
06-11-2022,Carol Beard,Hunter Todd,Honda,Civic,2021,19811,0.067622902,1339.68
06-09-2022,Christine Brown,Jason Mack,Ford,F-150,2010,23633,0.103984785,2457.47
07-09-2022,Joshua Freeman,Mary Reed,Toyota,Silverado,2015,24562,0.068782744,1689.44
17-01-2023,Brendan Farmer,Theresa Gibbs,Honda,F-150,2017,34034,0.137908645,4693.58
27-02-2023,Matthew Terry,Samantha Hampton,Chevrolet,Altima,2022,32477,0.059000127,1916.15
19-08-2022,Hannah Francis,Jose Fuller,Ford,Corolla,2012,38274,0.13161265,5037.34
22-04-2023,Lorraine Brown,James Yoder,Toyota,Silverado,2019,20929,0.084198548,1762.19
02-06-2022,Gerald Adkins,Frederick Rice,Honda,F-150,2015,13973,0.071130596,993.91
08-07-2022,Jason Harrison,Andrew Campbell,Toyota,Silverado,2018,21167,0.056635828,1198.81
18-09-2022,Alexander Armstrong,Kathy Price,Toyota,Altima,2015,20107,0.111674724,2245.44
12-09-2022,Elizabeth Pena,Cheryl Jensen,Chevrolet,Civic,2011,19471,0.123384423,2402.42
30-06-2022,Emily Hunt,Megan Peterson,Chevrolet,F-150,2017,28062,0.135832919,3811.74
03-04-2023,Terry Smith,Eric Lawrence Jr.,Honda,Civic,2022,21301,0.053336565,1136.12
23-07-2022,William Nelson,Bryan Hansen,Chevrolet,F-150,2020,38328,0.071817758,2752.63
21-06-2022,Natalie Massey,Hannah Roach,Nissan,Civic,2013,35183,0.065415568,2301.52
11-04-2023,Amanda Smith,Sherry Dixon,Honda,Silverado,2019,48190,0.125735758,6059.21
26-01-2023,Robert Walton,Heather Salinas,Honda,Silverado,2016,20154,0.069222049,1395.1
18-11-2022,Rachel Rodriguez,Linda Parker,Nissan,Corolla,2011,24953,0.104874194,2616.93
16-09-2022,Maria Harmon,Kelli Brown,Nissan,F-150,2015,42414,0.127581069,5411.22
03-03-2023,Jasmine Blake,Candice Rodriguez,Toyota,F-150,2010,48648,0.136603945,6645.51
15-06-2022,Jennifer Walker,Susan Chapman,Chevrolet,Altima,2014,39335,0.089459821,3518.9
20-02-2023,Jordan James,Sandra Hopkins,Ford,Corolla,2014,21119,0.083031018,1753.53
25-05-2022,Douglas Mcdonald,Denise Trevino,Ford,F-150,2015,29837,0.052128645,1555.36
23-04-2023,John Moore,Jerry Santana,Nissan,Civic,2011,30080,0.098835434,2972.97
19-04-2023,Brian Carroll,Tina Miranda,Nissan,Civic,2015,25856,0.066763064,1726.23
23-09-2022,Tanner Townsend,Jane Davis,Ford,Civic,2019,25269,0.096116083,2428.76
09-07-2022,Jennifer Oneill,Micheal Stevens,Honda,F-150,2012,33206,0.0615421,2043.57
17-09-2022,Madison Black,Emily Lewis,Nissan,Silverado,2022,19176,0.126458182,2424.96
04-10-2022,Jason Williams,Leah White,Chevrolet,Corolla,2010,16312,0.058888715,960.59
31-01-2023,Angela Perez,Nicole Rodriguez,Nissan,Civic,2010,49295,0.054465,2684.85
29-12-2022,Toni Baker,Randy Johnson Jr.,Ford,Altima,2017,23221,0.056420919,1310.15
09-10-2022,John Murray,Kimberly Barber,Ford,Corolla,2022,45066,0.115557087,5207.7
28-09-2022,Sean Richards,John Maddox,Nissan,F-150,2012,33079,0.125041684,4136.25
23-02-2023,Caitlin Griffin,Kristen Hall,Chevrolet,F-150,2015,28896,0.076082717,2198.49
15-09-2022,Courtney Barnett,Joseph Glover,Honda,Civic,2019,15314,0.142494861,2182.17
17-12-2022,Brooke Sharp,John Jackson,Chevrolet,Silverado,2021,17293,0.080931936,1399.56
02-06-2022,Kathy Horton,Aimee Brown,Nissan,Corolla,2020,26690,0.051902683,1385.28
08-05-2022,Mary James,Katherine Levy,Toyota,Silverado,2012,30171,0.120451371,3634.14
02-08-2022,Richard Prince,Matthew Taylor,Honda,Civic,2013,33698,0.148967374,5019.9
27-01-2023,Amanda Glover,Lisa Marshall,Ford,Civic,2011,20170,0.116036924,2340.46
12-04-2023,Amanda Henderson,Lisa Hall,Toyota,F-150,2014,42760,0.147076387,6288.99
15-02-2023,Jared Adams,Connor White,Ford,Altima,2020,25497,0.088998475,2269.19
24-04-2023,Brittany Fry,Mrs. Holly Allison,Chevrolet,Silverado,2013,36056,0.142695944,5145.04
18-12-2022,Michelle Sexton,Sergio Johnson,Toyota,Silverado,2020,49710,0.128431002,6384.31
26-03-2023,Melissa Wagner,Erin Sullivan,Nissan,Corolla,2021,44351,0.127352042,5648.19
18-02-2023,Sandra Garrett,Johnny Andersen,Nissan,Silverado,2015,26833,0.131267123,3522.29
12-06-2022,Lisa Rios,James Jones,Chevrolet,Silverado,2020,42369,0.082897167,3512.27
28-06-2022,Michael Willis,Calvin Rodriguez,Nissan,Altima,2022,20776,0.086340775,1793.82
01-03-2023,Gary Sims,David Wheeler,Chevrolet,Silverado,2011,39917,0.116673051,4657.24
03-12-2022,Lisa Perez,Maria Lopez,Honda,Altima,2010,26309,0.07463372,1963.54
15-09-2022,Shane Ryan,Michelle Long,Toyota,F-150,2016,44329,0.094286252,4179.62
16-07-2022,John Bennett,Michele Simmons,Ford,F-150,2020,49596,0.106846933,5299.18
14-08-2022,Thomas Watkins,Kenneth Jacobs,Ford,Corolla,2019,35136,0.092223868,3240.38
28-09-2022,Brandon Strickland,Rose Nelson,Chevrolet,Silverado,2021,22497,0.064726822,1456.16
12-01-2023,Matthew Cook,Sharon Rasmussen,Honda,Civic,2015,14180,0.108396787,1537.07
16-08-2022,Sarah Watts,Casey Jones,Toyota,Civic,2018,28871,0.083202248,2402.13
22-08-2022,Norman Huang,Steven Walters,Chevrolet,F-150,2010,20202,0.141577765,2860.15
19-04-2023,Miss Betty Glenn,Clarence Ramirez,Chevrolet,F-150,2015,39499,0.137389423,5426.74
03-02-2023,James Wood,Matthew Williams,Chevrolet,Civic,2021,16079,0.106356222,1710.1
21-02-2023,Drew Chavez,Christopher Cook,Chevrolet,Altima,2011,10336,0.122318652,1264.29
10-06-2022,Anthony Mckenzie,Tyrone Miller,Chevrolet,Civic,2013,37116,0.073816519,2739.77
10-06-2022,Jose Johnson,Adam Smith,Toyota,Civic,2013,49992,0.089107576,4454.67
04-10-2022,Lisa Patel,Deborah Jones,Ford,Altima,2012,28323,0.137859612,3904.6
16-11-2022,James Adams,Kathryn Kemp,Toyota,Civic,2018,49872,0.081735238,4076.3
21-09-2022,Thomas Moore,Jonathan Villa,Toyota,Civic,2019,25195,0.080060237,2017.12
19-04-2023,Samuel Wright,Anna Jacobson,Nissan,Corolla,2021,29407,0.099826426,2935.6
29-09-2022,Jared Gomez,David Hernandez,Nissan,Corolla,2013,21521,0.118862082,2558.03
24-08-2022,Nicholas Turner,Duane Larson,Toyota,F-150,2017,37061,0.144059258,5338.98
27-04-2023,Morgan Williams,Ricardo Parker,Toyota,Civic,2018,42299,0.05995802,2536.16
04-01-2023,Jordan Cooper,Michael Sanchez,Honda,Silverado,2013,20385,0.094672232,1929.89
20-04-2023,Madison Johnson,Kathryn Cox,Chevrolet,Civic,2019,28375,0.104105593,2954
01-01-2023,Anna Lee,Derrick Carr,Chevrolet,Corolla,2013,40499,0.097147546,3934.38
10-12-2022,Brandi Matthews,Mary Anderson,Chevrolet,Silverado,2017,21445,0.096727882,2074.33
07-09-2022,Vernon Hicks,Gail Aguilar,Nissan,Corolla,2013,37194,0.07319362,2722.36
04-06-2022,Danielle Craig,Jonathon Wagner,Ford,Civic,2022,28876,0.105158192,3036.55
16-01-2023,Amy Delgado,Kelly Hayes,Ford,F-150,2020,15993,0.076894907,1229.78
29-06-2022,Douglas Summers,Eugene Miller,Honda,Silverado,2016,23752,0.086389983,2051.93
18-10-2022,Eric Schultz,Beth Wheeler,Ford,Corolla,2020,49386,0.138967318,6863.04
25-01-2023,Daniel Stephenson,Emily Cook,Ford,Silverado,2016,37971,0.115929684,4401.97
13-10-2022,James Houston,James Perry,Honda,F-150,2021,27841,0.060797382,1692.66
19-04-2023,Heather Huerta,Jill Bryant,Honda,Silverado,2014,14986,0.057131977,856.18
03-01-2023,Elizabeth Jones,Kelly Santiago,Chevrolet,Corolla,2012,26546,0.111796916,2967.76
04-08-2022,Kimberly Sherman,Joshua Harper,Toyota,Altima,2019,38733,0.058765072,2276.15
17-11-2022,Maria Washington,Lauren Hughes,Nissan,Corolla,2015,45854,0.098992342,4539.19
18-06-2022,Elaine Mejia,Lisa Williams,Toyota,F-150,2012,49283,0.06505574,3206.14
13-04-2023,Rebecca Mccoy,Summer Mitchell,Chevrolet,F-150,2017,28014,0.141953112,3976.67
13-10-2022,Mark Gibson,Natasha Haas,Toyota,Civic,2019,39211,0.145864789,5719.5
28-12-2022,Samantha Williams,Roberto Brown,Chevrolet,Altima,2019,34601,0.143095719,4951.25
20-03-2023,Carla Fox,Brandy Fuentes,Chevrolet,Altima,2019,35630,0.108846352,3878.2
06-10-2022,Jordan Lloyd,Alan Combs,Toyota,F-150,2011,43206,0.127521897,5509.71
23-04-2023,Jamie Martinez,Carla Kelly,Honda,Altima,2012,21747,0.077508581,1685.58
06-04-2023,Alex Edwards,Lauren Dalton,Toyota,Civic,2010,22449,0.118994008,2671.3
20-12-2022,Elizabeth Osborn,Catherine Fuller,Nissan,Civic,2010,30493,0.064810558,1976.27
11-08-2022,Brandon Thomas,Erika Hughes,Ford,F-150,2012,39026,0.146647444,5723.06
25-09-2022,Matthew Lee,Randy Jordan,Toyota,Civic,2014,42225,0.090449793,3819.24
12-12-2022,Steven Page,Anna Holmes,Chevrolet,Silverado,2022,20752,0.102094962,2118.67
01-03-2023,Jerome Walker,Mr. Thomas Jacobs,Nissan,F-150,2017,33305,0.050025068,1666.08
29-10-2022,Sarah Johnson,Shawna Holloway,Toyota,Civic,2022,26607,0.141330431,3760.38
05-11-2022,Gabrielle Mitchell,Terry Hudson,Nissan,Civic,2014,37671,0.103541935,3900.53
08-10-2022,Mark Heath,David Morales,Ford,Silverado,2019,17104,0.112613894,1926.15
12-05-2022,Richard Gonzalez,Nathan Adams,Ford,Silverado,2021,12730,0.115536901,1470.78
13-08-2022,Stephanie Smith,David Alvarez,Ford,F-150,2020,25451,0.051552613,1312.07
12-09-2022,Christine Powers,Brandon Wood,Nissan,Altima,2014,35549,0.06185595,2198.92
10-08-2022,Andrew Buchanan,Gerald Roberts,Toyota,Corolla,2016,42297,0.071474271,3023.15
11-04-2023,Veronica Jones,Jason Rodriguez,Nissan,Civic,2013,37594,0.115816704,4354.01
24-07-2022,Michelle Nguyen,Jordan Lloyd,Chevrolet,Civic,2019,17869,0.070498005,1259.73
23-03-2023,Pamela Lopez,Gary Holmes,Honda,F-150,2020,48719,0.087478163,4261.85
24-03-2023,Beverly Mcknight,Rose Brooks,Chevrolet,Silverado,2015,25493,0.099273523,2530.78
13-07-2022,Veronica Roman,David James,Honda,Corolla,2022,33521,0.07827029,2623.7
21-05-2022,Michael Nielsen,Anthony Gilbert,Honda,Altima,2010,32012,0.111588455,3572.17
20-05-2022,Jeffery Schneider,Matthew Graham,Toyota,Silverado,2010,28596,0.071711557,2050.66
09-07-2022,Benjamin Mills,Kirk Brooks,Nissan,Civic,2010,20154,0.094136198,1897.22
18-08-2022,Angela Blackwell,Alex Knapp,Toyota,Silverado,2015,17187,0.130031265,2234.85
13-01-2023,Tammy English,Tammy Gonzalez DDS,Ford,Civic,2021,28250,0.097721706,2760.64
08-01-2023,Pamela Thompson,Rachel Hicks,Toyota,Silverado,2019,37717,0.070828525,2671.44
14-08-2022,Katrina Stevenson,George Torres,Nissan,Civic,2012,34246,0.114331857,3915.41
16-06-2022,Isabella Rivera,Amanda Dunlap,Chevrolet,Altima,2013,19532,0.086997016,1699.23
14-01-2023,Andrea Beasley,Brittany Stone,Nissan,Corolla,2017,28668,0.135071225,3872.22
12-02-2023,Joel Ayala,Sylvia Cordova,Nissan,Silverado,2013,27458,0.056853439,1561.08
21-01-2023,Eddie Newman,Patricia Gonzalez,Toyota,Civic,2015,34632,0.127549985,4417.31
13-06-2022,Susan Wilson,Deborah Patterson,Chevrolet,Civic,2022,26793,0.051617963,1383
30-07-2022,Kyle Moore,Jackie Rivera,Honda,Corolla,2013,28472,0.078071807,2222.86
29-03-2023,Steven Schmitt,Denise Daniel,Ford,Civic,2014,19870,0.101073876,2008.34
05-12-2022,Nicholas Huber,Ashley Delgado,Honda,Silverado,2022,18553,0.144825505,2686.95
28-04-2023,Michelle Ashley,Christopher Valenzuela,Toyota,Corolla,2018,48453,0.129974505,6297.65
08-11-2022,Charles Greer,Alexandra Meza,Toyota,Corolla,2010,19384,0.126778319,2457.47
17-03-2023,Jennifer Chambers,Tracy Chandler,Toyota,Altima,2012,22986,0.074556051,1713.75
15-08-2022,Andrew Romero,Jeff Johnson,Toyota,Altima,2015,35357,0.07311787,2585.23
31-01-2023,Stephanie Stewart,Stephanie Mendoza,Honda,Civic,2022,13292,0.107409643,1427.69
07-06-2022,Terrance Rios,Marissa Riddle,Ford,Corolla,2019,36388,0.062697759,2281.45
02-03-2023,Susan Eaton,Jeremy Powell,Toyota,Silverado,2021,32234,0.060982619,1965.71
01-08-2022,Gregory Monroe,Diamond King,Honda,F-150,2012,17804,0.147743887,2630.43
30-04-2023,Peter Potter,Seth Davies,Chevrolet,Civic,2019,10577,0.114960918,1215.94
20-06-2022,Robert Bullock,Cameron Yoder,Honda,Civic,2016,48325,0.08723176,4215.47
30-01-2023,Laurie Gonzalez,Rachel Hudson,Toyota,Silverado,2011,37069,0.113357907,4202.06
28-04-2023,Katherine Mcdaniel,Sheila Horn,Nissan,Silverado,2013,11324,0.064018275,724.94
03-05-2022,Tommy Neal,Mrs. Samantha Brooks,Honda,Civic,2014,20623,0.10611603,2188.43
03-10-2022,Brittany Sanchez,Jaime Gallagher,Nissan,Altima,2017,13429,0.068201884,915.88
11-07-2022,Valerie Malone,Helen Ball,Chevrolet,Corolla,2016,39203,0.072359166,2836.7
15-05-2022,Susan Ford,Mark Jones,Chevrolet,Altima,2015,11849,0.056311402,667.23
25-11-2022,Timothy Wyatt,Allison Grant,Honda,F-150,2022,38130,0.116456882,4440.5
14-01-2023,Dr. David Ramirez Jr.,Donna Kemp,Toyota,F-150,2022,13936,0.07172896,999.61
29-01-2023,Kimberly Christensen,Philip Keller,Chevrolet,Corolla,2015,39350,0.067480173,2655.34
17-11-2022,Dana Bender,Kevin Frye,Chevrolet,Corolla,2019,10980,0.148707868,1632.81
05-03-2023,Michael Downs,Christine Anderson,Ford,Altima,2022,18366,0.10068016,1849.09
17-07-2022,Emma Waller,Kelsey Miller,Toyota,Altima,2012,17763,0.129147193,2294.04
20-03-2023,Stacey Gonzalez,Bethany Guerra,Ford,F-150,2016,16722,0.076911334,1286.11
10-01-2023,Gregory Black,Mark Montgomery,Honda,Corolla,2019,20606,0.083991306,1730.72
21-12-2022,Christopher Rodriguez,Jordan Howard,Chevrolet,Civic,2015,32571,0.140886024,4588.8
22-05-2022,Charles Black,Patricia Vega DVM,Ford,Civic,2014,43355,0.141624954,6140.15
21-01-2023,Megan White,Jeff Dixon,Nissan,Silverado,2013,46528,0.128562977,5981.78
02-05-2022,Henry Khan,William Cox,Toyota,F-150,2015,22848,0.068694093,1569.52
24-02-2023,Karen Johnson,James Reed,Honda,F-150,2020,40887,0.056740081,2319.93
28-03-2023,Darrell Williams,Paul Sloan,Ford,Altima,2022,15697,0.144259375,2264.44
28-07-2022,Danielle Manning,Michele Green MD,Ford,Silverado,2013,43373,0.129426351,5613.61
01-11-2022,Debra Hutchinson,Lauren Ray,Ford,Silverado,2017,32195,0.073166287,2355.59
17-12-2022,Anna Jenkins,Sarah Johnston,Ford,F-150,2021,29315,0.091511333,2682.65
16-05-2022,Donna Rodriguez,Gabriel Adams,Nissan,Corolla,2015,43368,0.138249557,5995.61
13-05-2022,Tracy Burns,Wendy Burton,Nissan,Altima,2018,44174,0.141352145,6244.09
30-07-2022,Michael Roman,Michael Shaw,Nissan,Altima,2017,22615,0.071755804,1622.76
05-01-2023,Matthew Flores,Ernest Farley,Toyota,Corolla,2022,47453,0.06524645,3096.14
28-04-2023,Alexander Robertson,Mikayla Davila,Ford,Corolla,2015,32444,0.12400743,4023.3
18-06-2022,Jennifer Neal,Jared Elliott,Chevrolet,Altima,2021,14594,0.128293591,1872.32
30-03-2023,Mary Hinton,Susan Norris,Chevrolet,Silverado,2013,36970,0.149338402,5521.04
15-04-2023,Christine Jackson,Brooke Brown,Honda,F-150,2012,15472,0.139514594,2158.57
18-06-2022,Patrick Burnett,Tara Johnson DVM,Ford,Corolla,2020,21424,0.083447119,1787.77
18-12-2022,William Ward,Amanda Adams,Nissan,Silverado,2022,45811,0.1412937,6472.81
03-05-2022,Daniel Forbes,Kristin Kelly,Chevrolet,F-150,2014,48732,0.149245544,7273.03
07-11-2022,Anthony Scott,Norman Combs,Chevrolet,Civic,2014,49438,0.128514277,6353.49
10-10-2022,Leslie Scott,Derrick Palmer,Toyota,F-150,2011,40465,0.091851714,3716.78
